,SOAP Vec. Elem. 0,SOAP Vec. Elem. 1,SOAP Vec. Elem. 2,SOAP Vec. Elem. 3,SOAP Vec. Elem. 4,SOAP Vec. Elem. 5,SOAP Vec. Elem. 6,SOAP Vec. Elem. 7,SOAP Vec. Elem. 8,SOAP Vec. Elem. 9,SOAP Vec. Elem. 10,SOAP Vec. Elem. 11,SOAP Vec. Elem. 12,SOAP Vec. Elem. 13,SOAP Vec. Elem. 14,SOAP Vec. Elem. 15,SOAP Vec. Elem. 16,SOAP Vec. Elem. 17,SOAP Vec. Elem. 18,SOAP Vec. Elem. 19,SOAP Vec. Elem. 20,SOAP Vec. Elem. 21,SOAP Vec. Elem. 22,SOAP Vec. Elem. 23,SOAP Vec. Elem. 24,SOAP Vec. Elem. 25,SOAP Vec. Elem. 26,SOAP Vec. Elem. 27,SOAP Vec. Elem. 28,SOAP Vec. Elem. 29,SOAP Vec. Elem. 30,SOAP Vec. Elem. 31,SOAP Vec. Elem. 32,SOAP Vec. Elem. 33,SOAP Vec. Elem. 34,SOAP Vec. Elem. 35,SOAP Vec. Elem. 36,SOAP Vec. Elem. 37,SOAP Vec. Elem. 38,SOAP Vec. Elem. 39,SOAP Vec. Elem. 40,SOAP Vec. Elem. 41,SOAP Vec. Elem. 42,SOAP Vec. Elem. 43,SOAP Vec. Elem. 44,SOAP Vec. Elem. 45,SOAP Vec. Elem. 46,SOAP Vec. Elem. 47,SOAP Vec. Elem. 48,SOAP Vec. Elem. 49,SOAP Vec. Elem. 50,SOAP Vec. Elem. 51,SOAP Vec. Elem. 52,SOAP Vec. Elem. 53,SOAP Vec. Elem. 54,SOAP Vec. Elem. 55,SOAP Vec. Elem. 56,SOAP Vec. Elem. 57,SOAP Vec. Elem. 58,SOAP Vec. Elem. 59,SOAP Vec. Elem. 60,SOAP Vec. Elem. 61,SOAP Vec. Elem. 62,SOAP Vec. Elem. 63,SOAP Vec. Elem. 64,SOAP Vec. Elem. 65,SOAP Vec. Elem. 66,SOAP Vec. Elem. 67,SOAP Vec. Elem. 68,SOAP Vec. Elem. 69,SOAP Vec. Elem. 70,SOAP Vec. Elem. 71,SOAP Vec. Elem. 72,SOAP Vec. Elem. 73,SOAP Vec. Elem. 74,SOAP Vec. Elem. 75,SOAP Vec. Elem. 76,SOAP Vec. Elem. 77,SOAP Vec. Elem. 78,SOAP Vec. Elem. 79,SOAP Vec. Elem. 80,SOAP Vec. Elem. 81,SOAP Vec. Elem. 82,SOAP Vec. Elem. 83,SOAP Vec. Elem. 84,SOAP Vec. Elem. 85,SOAP Vec. Elem. 86,SOAP Vec. Elem. 87,SOAP Vec. Elem. 88,SOAP Vec. Elem. 89,SOAP Vec. Elem. 90,SOAP Vec. Elem. 91,SOAP Vec. Elem. 92,SOAP Vec. Elem. 93,SOAP Vec. Elem. 94,SOAP Vec. Elem. 95,SOAP Vec. Elem. 96,SOAP Vec. Elem. 97,SOAP Vec. Elem. 98,SOAP Vec. Elem. 99,SOAP Vec. Elem. 100,SOAP Vec. Elem. 101,SOAP Vec. Elem. 102,SOAP Vec. Elem. 103,SOAP Vec. Elem. 104,SOAP Vec. Elem. 105,SOAP Vec. Elem. 106,SOAP Vec. Elem. 107,SOAP Vec. Elem. 108,SOAP Vec. Elem. 109,SOAP Vec. Elem. 110,SOAP Vec. Elem. 111,SOAP Vec. Elem. 112,SOAP Vec. Elem. 113,SOAP Vec. Elem. 114,SOAP Vec. Elem. 115,SOAP Vec. Elem. 116,SOAP Vec. Elem. 117,SOAP Vec. Elem. 118,SOAP Vec. Elem. 119,SOAP Vec. Elem. 120,SOAP Vec. Elem. 121,SOAP Vec. Elem. 122,SOAP Vec. Elem. 123,SOAP Vec. Elem. 124,SOAP Vec. Elem. 125,SOAP Vec. Elem. 126,SOAP Vec. Elem. 127,SOAP Vec. Elem. 128,SOAP Vec. Elem. 129,SOAP Vec. Elem. 130,SOAP Vec. Elem. 131,SOAP Vec. Elem. 132,SOAP Vec. Elem. 133,SOAP Vec. Elem. 134,SOAP Vec. Elem. 135,SOAP Vec. Elem. 136,SOAP Vec. Elem. 137,SOAP Vec. Elem. 138,SOAP Vec. Elem. 139,SOAP Vec. Elem. 140,SOAP Vec. Elem. 141,SOAP Vec. Elem. 142,SOAP Vec. Elem. 143,SOAP Vec. Elem. 144,SOAP Vec. Elem. 145,SOAP Vec. Elem. 146,SOAP Vec. Elem. 147,SOAP Vec. Elem. 148,SOAP Vec. Elem. 149,SOAP Vec. Elem. 150,SOAP Vec. Elem. 151,SOAP Vec. Elem. 152,SOAP Vec. Elem. 153,SOAP Vec. Elem. 154,SOAP Vec. Elem. 155,SOAP Vec. Elem. 156,SOAP Vec. Elem. 157,SOAP Vec. Elem. 158,SOAP Vec. Elem. 159,SOAP Vec. Elem. 160,SOAP Vec. Elem. 161,SOAP Vec. Elem. 162,SOAP Vec. Elem. 163,SOAP Vec. Elem. 164,SOAP Vec. Elem. 165,SOAP Vec. Elem. 166,SOAP Vec. Elem. 167,SOAP Vec. Elem. 168,SOAP Vec. Elem. 169,SOAP Vec. Elem. 170,SOAP Vec. Elem. 171,SOAP Vec. Elem. 172,SOAP Vec. Elem. 173,SOAP Vec. Elem. 174,SOAP Vec. Elem. 175,SOAP Vec. Elem. 176,SOAP Vec. Elem. 177,SOAP Vec. Elem. 178,SOAP Vec. Elem. 179,SOAP Vec. Elem. 180,SOAP Vec. Elem. 181,SOAP Vec. Elem. 182,SOAP Vec. Elem. 183,SOAP Vec. Elem. 184,SOAP Vec. Elem. 185,SOAP Vec. Elem. 186,SOAP Vec. Elem. 187,SOAP Vec. Elem. 188,International Number 62,International Number 63,International Number 64,International Number 71,International Number 136,International Number 139,International Number 166,International Number 176,International Number 191,International Number 194,International Number 217,International Number 221,International Number 225,International Number 227,International Number 229,Density (g/cm3),Energy Per Atom (eV),Total Magnetization (microB/f.u.),Surface Energy (J/m2)
Np,0.018961065,0.363548779,0.388008181,0.634064563,1.261439034,1.565412106,6.970479672,7.439450472,12.15719706,24.18612205,30.01433065,7.939973422,12.97512792,25.81335369,32.03368159,21.20333856,42.1829581,52.3479229,83.92083866,104.1435165,129.2393188,2.50E-31,-4.17E-31,3.00E-31,-3.02E-30,2.03E-30,-1.78E-31,1.08E-30,-1.80E-30,7.02E-30,-5.96E-30,7.19E-31,6.58E-30,-9.86E-30,1.10E-29,-2.47E-30,4.69E-29,-3.79E-29,4.11E-30,3.38E-29,-4.21E-30,9.64E-31,0.000137448,-0.000358286,0.002087938,0.002944648,-0.001389711,-0.013074861,0.001173188,-0.008110879,-0.014551385,0.002177978,0.009202456,0.076602485,0.164138865,0.012280933,0.015207896,0.403073461,0.063821456,-0.028223083,0.044181192,0.175916932,7.862773295,2.85E-32,-8.54E-32,1.38E-31,-1.62E-31,9.29E-32,-3.07E-32,3.21E-31,-4.52E-31,4.63E-31,-2.53E-31,9.64E-32,7.70E-31,-7.03E-31,3.44E-31,-1.41E-31,1.29E-30,-6.95E-31,2.13E-31,4.47E-31,-1.20E-31,3.89E-32,0.000410944,-0.001534141,0.002004185,-0.007100216,0.008684363,-0.006514906,0.005729201,-0.007506148,0.02645387,-0.031828319,0.024696939,0.011552651,-0.022206802,0.056790195,-0.043676982,0.237999278,0.076009991,0.029848512,0.922269534,-0.164597659,0.316010666,5.54E-33,-1.99E-32,2.77E-32,-2.94E-32,1.95E-32,-5.94E-33,8.41E-32,-9.99E-32,1.16E-31,-7.37E-32,1.99E-32,1.65E-31,-1.30E-31,1.08E-31,-3.05E-32,3.12E-31,-1.38E-31,4.15E-32,1.28E-31,-3.54E-32,1.33E-32,0.000107259,-0.000556989,0.000938306,-0.001509411,0.004510663,0.00231784,0.002892434,-0.004872689,0.007837232,-0.023458864,-0.012042605,0.008215318,-0.013108255,0.040112643,0.020140965,0.024532931,-0.039601233,-0.016660337,0.439970158,0.257325498,0.333338878,2.82E-34,-1.54E-33,2.56E-33,-3.15E-33,2.46E-33,-1.03E-33,1.34E-32,-1.84E-32,2.16E-32,-1.59E-32,7.34E-33,3.70E-32,-3.17E-32,2.73E-32,-1.22E-32,4.81E-32,-3.60E-32,1.53E-32,3.26E-32,-1.27E-32,6.72E-33,3.05E-05,-0.000179348,0.000347252,-0.000571162,0.001209832,-0.001779407,0.001052937,-0.002038855,0.003354539,-0.007112767,0.010475582,0.003949684,-0.006508445,0.013870384,-0.020615275,0.010804404,-0.02333763,0.035428891,0.056766804,-0.072803115,0.306606046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.73167873,-83.02421153,2.00E-07,
Os,0.031864927,0.526980505,0.786233316,0.786671849,0.704367321,0.551836861,8.715176218,13.00268575,13.00993818,11.64879017,9.12624935,19.39947426,19.41029459,17.37951755,13.61599002,19.42112095,17.38921122,13.62358453,15.56988741,12.19823456,9.556711776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001025,4.99E-05,-0.00040846,-0.010742824,-0.017408555,-0.01434291,2.43E-05,-0.000198978,-0.005233277,-0.008480432,-0.006987029,0.001627706,0.042810026,0.069372882,0.057156323,1.125939204,1.82456436,1.503258729,2.956673942,2.436003908,2.007023824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62E-06,-3.08E-05,-2.81E-05,-0.001080204,-0.002352918,-0.002051711,0.000110267,0.000100346,0.00386266,0.008413708,0.007336633,9.13E-05,0.003515145,0.007656745,0.006676572,0.135309292,0.294732879,0.257002854,0.641991902,0.559807755,0.488144354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57E-07,-8.23E-07,3.17E-07,-2.62E-05,-9.34E-05,-9.66E-05,4.31E-06,-1.66E-06,0.000137259,0.000489121,0.00050559,6.40E-07,-5.29E-05,-0.000188551,-0.000194899,0.004374937,0.015589988,0.01611492,0.05555457,0.057425154,0.059358723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96E-10,-2.38E-09,8.08E-09,1.08E-07,9.40E-07,1.27E-06,1.44E-08,-4.86E-08,-6.52E-07,-5.66E-06,-7.66E-06,1.65E-07,2.21E-06,1.92E-05,2.60E-05,2.96E-05,0.000257051,0.000348133,0.002230912,0.003021408,0.004092006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22.35969397,-52.98522885,1.00E-07,3.383744173
Pa,0.031016372,0.561155398,0.81839774,0.565733382,0.391654143,0.273745385,10.15255376,14.80664195,10.23537972,7.085897706,4.952665073,21.59423639,14.92743661,10.33418317,7.223043598,10.31888138,7.143705452,4.993069609,4.945548427,3.456674931,2.416031661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.68431264,-76.85601818,1.51E-05,
Pb,0.031016372,0.561155398,0.81839774,0.565733382,0.391654143,0.273745385,10.15255376,14.80664195,10.23537972,7.085897706,4.952665073,21.59423639,14.92743661,10.33418317,7.223043598,10.31888138,7.143705452,4.993069609,4.945548427,3.456674931,2.416031661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.07963062,-56.28513411,3.00E-07,0.281011991
Pd,0.031016372,0.561155398,0.81839774,0.565733382,0.391654143,0.273745385,10.15255376,14.80664195,10.23537972,7.085897706,4.952665073,21.59423639,14.92743661,10.33418317,7.223043598,10.31888138,7.143705452,4.993069609,4.945548427,3.456674931,2.416031661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.75902522,-22.96045361,0.3851734,1.4504699
Pr,0.023248558,0.487932026,0.622166671,0.433142145,0.370654774,0.756781743,10.24053447,13.05780089,9.09062498,7.77916346,15.88305155,16.65012352,11.59154058,9.91928378,20.25262696,8.069838809,6.905641287,14.09954388,5.909397043,12.0654693,24.63458594,2.06E-32,1.25E-32,7.22E-33,-2.37E-32,-1.24E-32,-1.38E-32,2.49E-32,-7.53E-32,3.15E-32,2.82E-32,1.65E-34,4.10E-31,-4.33E-31,-2.03E-31,-6.89E-32,1.23E-30,2.84E-31,1.65E-31,1.09E-31,4.63E-32,2.82E-32,0.00406137,-0.007925669,0.018026861,-0.022239073,0.029571177,-0.141460052,0.015564584,-0.03585091,0.042789815,-0.051741485,0.279151267,0.084809371,-0.093910447,0.089523915,-0.656209551,0.127676058,-0.201657211,0.731167804,0.582311257,-0.811643446,5.302135206,2.82E-32,-8.51E-32,1.62E-31,-1.50E-31,1.11E-31,-4.62E-32,2.76E-31,-4.86E-31,4.63E-31,-3.72E-31,1.38E-31,1.02E-30,-7.31E-31,5.95E-31,-3.23E-31,1.15E-30,-5.47E-31,1.89E-31,6.36E-31,-1.41E-31,1.22E-31,0.001075238,-0.004077653,0.006031762,-0.011946415,0.02478021,0.00315373,0.01546486,-0.02288381,0.045277775,-0.093680863,-0.011768101,0.033937012,-0.066690551,0.136072376,0.01299366,0.133844295,-0.284456996,-0.054717009,0.658888028,0.183987861,0.552492747,4.03E-33,-1.23E-32,1.55E-32,-2.58E-32,1.83E-32,-2.34E-34,5.85E-32,-4.74E-32,7.73E-32,-6.01E-32,-8.71E-33,6.23E-32,-9.96E-32,7.12E-32,-5.92E-34,1.69E-31,-1.18E-31,3.54E-33,9.24E-32,2.72E-33,7.77E-33,0.000179547,-0.000931684,0.001554214,-0.002686382,0.005860439,0.004292018,0.004834586,-0.008064997,0.01394126,-0.030422325,-0.022279881,0.013454515,-0.023261292,0.050785675,0.036924393,0.040449398,-0.089903673,-0.068441886,0.210621879,0.180483047,0.382029217,1.51E-34,-6.09E-34,7.26E-34,-1.25E-33,8.70E-34,-1.65E-34,3.67E-33,-4.07E-33,5.05E-33,-3.51E-33,2.09E-34,1.22E-32,-9.99E-33,9.12E-33,-2.81E-34,1.62E-32,-9.42E-33,5.41E-34,9.96E-33,-1.90E-33,2.28E-33,6.81E-05,-0.000398187,0.000750695,-0.001149572,0.001704477,-0.000712658,0.002327197,-0.004387492,0.006719101,-0.009963997,0.004180944,0.008272545,-0.012672639,0.018809968,-0.008066125,0.019434031,-0.028947164,0.013096383,0.043680017,-0.020862371,0.097752939,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.276136268,-29.40395637,0.0047545,
Pt,0.031016372,0.561155398,0.81839774,0.565733382,0.391654143,0.273745385,10.15255376,14.80664195,10.23537972,7.085897706,4.952665073,21.59423639,14.92743661,10.33418317,7.223043598,10.31888138,7.143705452,4.993069609,4.945548427,3.456674931,2.416031661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.13492574,-51.4877169,0.00505,1.595549958
Pu,0.017616827,0.360243828,0.331506294,0.552956322,1.105456258,1.469517895,7.366571475,6.778921994,11.30732009,22.60530761,30.04994887,6.238150754,10.40530742,20.80202676,27.65279072,17.35617281,34.6980206,46.12517392,69.36740297,92.21227814,122.5806917,4.62E-31,-1.49E-31,2.34E-30,-2.68E-30,1.21E-31,-1.84E-31,8.46E-31,-3.60E-30,5.15E-30,-8.77E-31,-2.85E-31,2.20E-29,-2.89E-29,3.60E-30,3.08E-31,3.86E-29,-5.22E-30,-7.59E-31,9.64E-31,1.74E-31,6.01E-31,0.000764026,-0.000938234,0.002264324,-0.010303493,0.002212395,-0.078694938,0.001368253,-0.00517381,0.005390104,-0.003953074,0.088296513,0.034245499,0.050077364,0.01468256,-0.14026099,0.395075491,0.019057086,1.219658212,0.063293388,-0.19931837,10.0060983,1.74E-32,-4.61E-32,7.21E-32,-9.41E-32,9.46E-32,-3.77E-32,1.33E-31,-1.90E-31,2.40E-31,-2.31E-31,9.44E-32,3.54E-31,-3.85E-31,4.06E-31,-1.43E-31,5.94E-31,-4.13E-31,1.83E-31,8.63E-31,-2.58E-31,9.85E-32,0.000550531,-0.002063339,0.002921189,-0.006792703,0.01673118,-0.008015582,0.007734678,-0.010977426,0.025362347,-0.06237374,0.030015906,0.016468375,-0.030696597,0.088708651,-0.046173336,0.138819215,-0.099187143,0.088424016,0.974338875,-0.202522399,0.332752208,4.75E-33,-1.40E-32,2.86E-32,-2.07E-32,2.04E-32,-8.48E-33,6.83E-32,-7.54E-32,6.29E-32,-7.28E-32,3.37E-32,2.06E-31,-1.33E-31,1.13E-31,-5.48E-32,1.21E-31,-9.08E-32,4.06E-32,1.20E-31,-5.14E-32,3.12E-32,0.000123334,-0.000640793,0.001080569,-0.00151585,0.007572715,0.003907028,0.003329319,-0.005614249,0.007874713,-0.039375165,-0.020307812,0.009472365,-0.01328502,0.066178415,0.033489968,0.021092445,-0.071962427,-0.028685064,0.708944226,0.444236949,0.47587989,1.53E-34,-4.38E-34,1.10E-33,-6.98E-34,3.14E-34,-1.56E-35,4.32E-33,-3.33E-33,2.73E-33,-3.49E-33,5.18E-34,1.76E-32,-9.80E-33,6.18E-33,-3.94E-34,1.04E-32,-1.05E-33,-5.13E-34,1.25E-32,-3.08E-33,1.61E-33,4.00E-05,-0.000234494,0.000451942,-0.000736389,0.001563085,-0.000511058,0.001375606,-0.002651283,0.004320375,-0.009172434,0.00301289,0.005110766,-0.00833255,0.017709501,-0.005981628,0.013628875,-0.028831524,0.01115224,0.065689952,-0.014043164,0.124436289,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.53205678,-86.35634815,18.4232833,
Rh,0.031016372,0.561155398,0.81839774,0.565733382,0.391654143,0.273745385,10.15255376,14.80664195,10.23537972,7.085897706,4.952665073,21.59423639,14.92743661,10.33418317,7.223043598,10.31888138,7.143705452,4.993069609,4.945548427,3.456674931,2.416031661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.39797767,-24.13622863,5.80E-06,2.118294089
Ru,0.032265079,0.529084009,0.79889946,0.802405991,0.711562831,0.555643978,8.675939924,13.10038406,13.15788429,11.66823465,9.111471306,19.78114925,19.8679727,17.61865073,13.75802213,19.95517725,17.69598254,13.81840886,15.69255909,12.25397896,9.568866323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.83E-05,5.84E-05,-0.000625862,-0.010354106,-0.016106447,-0.013081069,3.87E-05,-0.000414252,-0.00685327,-0.010660682,-0.008658217,0.004436949,0.073403738,0.114184016,0.092736095,1.214372435,1.889030794,1.534201942,2.938503247,2.386545206,1.938265009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14E-06,-2.91E-05,-4.02E-05,-0.001076731,-0.002244134,-0.001919938,0.000104275,0.000143777,0.003853881,0.008032296,0.006871921,0.000198244,0.005313839,0.011075156,0.009475198,0.142435303,0.296865067,0.253978819,0.618729106,0.529345165,0.452873966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69E-07,-8.85E-07,2.72E-07,-2.77E-05,-9.35E-05,-9.45E-05,4.64E-06,-1.43E-06,0.000145167,0.000489969,0.000495079,4.38E-07,-4.46E-05,-0.000150608,-0.000152179,0.00454129,0.015327837,0.015487688,0.051734775,0.052274307,0.052819466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03E-10,-6.27E-10,2.99E-09,5.76E-08,4.55E-07,5.99E-07,3.81E-09,-1.82E-08,-3.50E-07,-2.76E-06,-3.64E-06,8.66E-08,1.67E-06,1.32E-05,1.74E-05,3.22E-05,0.000254243,0.000335245,0.002005122,0.002643953,0.003486315,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.38495265,-25.4245353,7.00E-07,2.882308769
Sb,0.03612716,0.601340812,0.904711682,0.529874738,0.354412563,0.512983679,10.00938826,15.05903192,8.819827084,5.899238625,8.538673422,22.65617403,13.26934815,8.875349867,12.84635507,7.771638763,5.198146306,7.52389868,3.476837491,5.032442619,7.284055921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64E-05,3.20E-05,-0.000159601,0.000187085,0.003125044,-0.00639871,6.24E-05,-0.000311336,0.00036495,0.006096086,-0.012482092,0.001552938,-0.00182036,-0.03040714,0.062260399,0.002133833,0.035643361,-0.072981866,0.595383674,-1.219082905,2.496143566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000347454,-0.001281204,0.001826762,-0.003840962,0.014176948,-0.025425751,0.004724318,-0.00673601,0.014163178,-0.052276127,0.093755004,0.009604313,-0.020194091,0.074536157,-0.133677419,0.042460227,-0.156720209,0.281071011,0.578452482,-1.037429859,1.860586212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000249399,-0.001296666,0.002202362,-0.00387992,0.008930465,-0.01492122,0.00674158,-0.011450444,0.020172345,-0.046430967,0.077577892,0.01944836,-0.03426234,0.078862104,-0.131764558,0.060360254,-0.138932036,0.232130737,0.319781798,-0.534298543,0.892717894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50E-05,-0.000557445,0.001077669,-0.001797302,0.003393478,-0.005355225,0.003271907,-0.006325354,0.010549223,-0.019917934,0.031432365,0.012228372,-0.020394089,0.038505975,-0.060766035,0.034012609,-0.064219035,0.101343651,0.121251633,-0.191346431,0.301962586,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.430788364,-25.70631573,0,0.23002857
Sc,0.025447549,0.496752093,0.651807288,0.550387373,0.578589143,0.486450551,9.696911835,12.72368632,10.74390608,11.29442229,9.495819293,16.69523207,14.09748723,14.81984046,12.45982515,11.90394631,12.51390282,10.52110119,13.15511341,11.06020091,9.298896967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110279,-0.000192412,0.001966672,-0.002849234,-0.016354096,-0.018424006,0.000335715,-0.003431389,0.004971256,0.028534124,0.03214564,0.035072686,-0.050811875,-0.291651135,-0.328564927,0.07361417,0.422532254,0.476011448,2.425260068,2.732221138,3.078033752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09E-07,-5.85E-07,7.19E-06,-3.14E-05,-0.000284624,-0.000372394,3.13E-06,-3.85E-05,0.000167914,0.001522894,0.001992513,0.000472989,-0.00206463,-0.018725174,-0.02449951,0.009012256,0.081736716,0.106942106,0.741311731,0.969912197,1.269006858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49E-07,-3.92E-06,5.92E-06,4.38E-06,0.000267146,0.000449796,2.05E-05,-3.09E-05,-2.29E-05,-0.001396868,-0.002351923,4.68E-05,3.46E-05,0.002110775,0.003553936,2.56E-05,0.001561743,0.002629525,0.095273091,0.160412418,0.270088265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-07,-8.50E-07,1.71E-06,-2.25E-06,2.82E-05,6.96E-05,5.03E-06,-1.01E-05,1.33E-05,-0.000167253,-0.000411918,2.04E-05,-2.69E-05,0.000336577,0.00082894,3.54E-05,-0.000443625,-0.001092583,0.005557913,0.01368832,0.033712314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.984581038,-11.39848736,1.3816147,1.249893612
